"","quest","STATE","answer","n","region"
"1699","What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?","WV","I have never heard of this ""game"" and have no idea what it's called",82,"west virginia"
"1700","What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?","WY","I have never heard of this ""game"" and have no idea what it's called",43,"wyoming"
"1701","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","AK","sleep ",40,"alaska"
"1702","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","AL","sleep ",191,"alabama"
"1703","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","AR","sleep ",112,"arkansas"
"1704","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","AZ","sleep ",145,"arizona"
"1705","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","CA","sleep ",1549,"california"
"1706","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","CO","sleep ",252,"colorado"
"1707","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","CT","sleep ",318,"connecticut"
"1708","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","DE","sleep ",45,"delaware"
"1709","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","FL","sleep ",513,"florida"
"1710","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","GA","sleep ",306,"georgia"
"1711","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","HI","other ",26,"hawaii"
"1712","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","IA","sleep ",454,"iowa"
"1713","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","ID","sleep ",83,"idaho"
"1714","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","IL","sleep ",1107,"illinois"
"1715","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","IN","sleep ",609,"indiana"
"1716","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","KS","sleep ",610,"kansas"
"1717","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","KY","sleep ",198,"kentucky"
"1718","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","LA","sleep ",300,"louisiana"
"1719","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","MA","sleep ",554,"massachusetts"
"1720","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","MD","sleep ",304,"maryland"
"1721","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","ME","sleep ",48,"maine"
"1722","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","MI","sleep ",771,"michigan"
"1723","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","MN","sleep ",576,"minnesota"
"1724","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","MO","sleep ",880,"missouri"
"1725","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","MS","sleep ",113,"mississippi"
"1726","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","MT","sleep ",159,"montana"
"1727","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","NC","sleep ",321,"north carolina"
"1728","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","ND","sleep ",105,"north dakota"
"1729","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","NE","sleep ",155,"nebraska"
"1730","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","NH","sleep ",60,"new hampshire"
"1731","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","NJ","sleep ",463,"new jersey"
"1732","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","NM","sleep ",83,"new mexico"
"1733","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","NV","sleep ",42,"nevada"
"1734","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","NY","sleep ",1096,"new york"
"1735","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","OH","sleep ",715,"ohio"
"1736","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","OK","sleep ",193,"oklahoma"
"1737","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","OR","sleep ",206,"oregon"
"1738","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","PA","sleep ",742,"pennsylvania"
"1739","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","RI","sleep ",46,"rhode island"
"1740","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","SC","sleep ",150,"south carolina"
"1741","What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?","SD","sleep ",135,"south dakota"
